uniformId,schoolId,setName,helmetModel,helmetShellColor,facemaskColor,stripeStyle,stripeColor,jerseyBaseColor,numberColor,wordmark,sleeveStripe,pantsColor,pantsStripe,socksColor,glovesColor,cleatsColor
uniform_washington_state_alternate_2,school_washington_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WSU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_washington_state_rivalry,school_washington_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WSU,none,black,team.accent,team.primary,team.secondary,black
uniform_appalachian_state_home,school_appalachian_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,APP,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_appalachian_state_away,school_appalachian_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,APP,none,white,team.accent,team.primary,team.secondary,black
uniform_appalachian_state_alternate_1,school_appalachian_state,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,APP,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_appalachian_state_alternate_2,school_appalachian_state,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,APP,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_appalachian_state_rivalry,school_appalachian_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,APP,triple,black,team.accent,team.primary,team.secondary,black
uniform_arkansas_state_home,school_arkansas_state,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ARST,triple,black,team.accent,team.primary,team.secondary,black
uniform_arkansas_state_away,school_arkansas_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,ARST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_arkansas_state_alternate_1,school_arkansas_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ARST,single,black,team.accent,team.primary,team.secondary,black
uniform_arkansas_state_alternate_2,school_arkansas_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ARST,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_arkansas_state_rivalry,school_arkansas_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ARST,single,white,team.accent,team.primary,team.secondary,black
uniform_coastal_carolina_home,school_coastal_carolina,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,CCU,single,white,team.accent,team.primary,team.secondary,black
uniform_coastal_carolina_away,school_coastal_carolina,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,CCU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_coastal_carolina_alternate_1,school_coastal_carolina,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,CCU,none,black,team.accent,team.primary,team.secondary,black
uniform_coastal_carolina_alternate_2,school_coastal_carolina,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CCU,triple,black,team.accent,team.primary,team.secondary,black
uniform_coastal_carolina_rivalry,school_coastal_carolina,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,CCU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_georgia_southern_home,school_georgia_southern,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,GASO,single,white,team.accent,team.primary,team.secondary,black
uniform_georgia_southern_away,school_georgia_southern,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,GASO,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_georgia_southern_alternate_1,school_georgia_southern,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,GASO,none,white,team.accent,team.primary,team.secondary,black
uniform_georgia_southern_alternate_2,school_georgia_southern,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,GASO,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_georgia_southern_rivalry,school_georgia_southern,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,GASO,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_georgia_state_home,school_georgia_state,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,GAST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_georgia_state_away,school_georgia_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,GAST,single,black,team.accent,team.primary,team.secondary,black
uniform_georgia_state_alternate_1,school_georgia_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,GAST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_georgia_state_alternate_2,school_georgia_state,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,GAST,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_georgia_state_rivalry,school_georgia_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,GAST,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_james_madison_home,school_james_madison,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,JMU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_james_madison_away,school_james_madison,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,JMU,triple,white,team.accent,team.primary,team.secondary,black
uniform_james_madison_alternate_1,school_james_madison,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,JMU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_james_madison_alternate_2,school_james_madison,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,JMU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_james_madison_rivalry,school_james_madison,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,JMU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_louisiana_home,school_louisiana,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,ULL,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_louisiana_away,school_louisiana,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,ULL,single,white,team.accent,team.primary,team.secondary,black
uniform_louisiana_alternate_1,school_louisiana,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ULL,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_louisiana_alternate_2,school_louisiana,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ULL,none,white,team.accent,team.primary,team.secondary,black
uniform_louisiana_rivalry,school_louisiana,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ULL,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_louisiana_tech_home,school_louisiana_tech,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,LT,none,black,team.accent,team.primary,team.secondary,black
uniform_louisiana_tech_away,school_louisiana_tech,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,LT,none,black,team.accent,team.primary,team.secondary,black
uniform_louisiana_tech_alternate_1,school_louisiana_tech,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,LT,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_louisiana_tech_alternate_2,school_louisiana_tech,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,LT,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_louisiana_tech_rivalry,school_louisiana_tech,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,LT,none,white,team.accent,team.primary,team.secondary,black
uniform_marshall_home,school_marshall,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,MRSH,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_marshall_away,school_marshall,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,MRSH,triple,white,team.accent,team.primary,team.secondary,black
uniform_marshall_alternate_1,school_marshall,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,MRSH,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_marshall_alternate_2,school_marshall,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MRSH,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_marshall_rivalry,school_marshall,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MRSH,triple,white,team.accent,team.primary,team.secondary,black
uniform_old_dominion_home,school_old_dominion,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ODU,triple,black,team.accent,team.primary,team.secondary,black
uniform_old_dominion_away,school_old_dominion,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,ODU,none,white,team.accent,team.primary,team.secondary,black
uniform_old_dominion_alternate_1,school_old_dominion,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ODU,none,black,team.accent,team.primary,team.secondary,black
uniform_old_dominion_alternate_2,school_old_dominion,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ODU,triple,black,team.accent,team.primary,team.secondary,black
uniform_old_dominion_rivalry,school_old_dominion,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ODU,triple,black,team.accent,team.primary,team.secondary,black
uniform_south_alabama_home,school_south_alabama,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,USA,triple,white,team.accent,team.primary,team.secondary,black
uniform_south_alabama_away,school_south_alabama,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,USA,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_south_alabama_alternate_1,school_south_alabama,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USA,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_south_alabama_alternate_2,school_south_alabama,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,USA,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_south_alabama_rivalry,school_south_alabama,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,USA,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_southern_miss_home,school_southern_miss,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,USM,triple,black,team.accent,team.primary,team.secondary,black
uniform_southern_miss_away,school_southern_miss,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,USM,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_southern_miss_alternate_1,school_southern_miss,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USM,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_southern_miss_alternate_2,school_southern_miss,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USM,single,black,team.accent,team.primary,team.secondary,black
uniform_southern_miss_rivalry,school_southern_miss,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USM,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_troy_home,school_troy,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,TROY,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_troy_away,school_troy,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,TROY,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_troy_alternate_1,school_troy,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TROY,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_troy_alternate_2,school_troy,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TROY,none,black,team.accent,team.primary,team.secondary,black
uniform_troy_rivalry,school_troy,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,TROY,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_ulm_home,school_ulm,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ULM,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_ulm_away,school_ulm,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,ULM,single,white,team.accent,team.primary,team.secondary,black
uniform_ulm_alternate_1,school_ulm,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ULM,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_ulm_alternate_2,school_ulm,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ULM,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ulm_rivalry,school_ulm,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ULM,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_notre_dame_home,school_notre_dame,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ND,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_notre_dame_away,school_notre_dame,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ND,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_notre_dame_alternate_1,school_notre_dame,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ND,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_notre_dame_alternate_2,school_notre_dame,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ND,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_notre_dame_rivalry,school_notre_dame,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ND,triple,white,team.accent,team.primary,team.secondary,black
uniform_uconn_home,school_uconn,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,UCONN,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_uconn_away,school_uconn,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UCONN,single,white,team.accent,team.primary,team.secondary,black
uniform_uconn_alternate_1,school_uconn,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UCONN,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_uconn_alternate_2,school_uconn,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UCONN,none,white,team.accent,team.primary,team.secondary,black
uniform_uconn_rivalry,school_uconn,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UCONN,single,black,team.accent,team.primary,team.secondary,black
