personId,recruitingClassYear,primaryPosition,stars,nationalRank,positionRank,stateRank,hometownCity,hometownState,heightInches,weightPounds,archetype,currentAbility,potentialAbility,developmentTrait,academicFit,characterRisk,nilDemand,commitmentStatus
person_016666,2027,ATH,3,244,,,Phoenix,TX,76,209,Speed Back,63,83,normal,85,high,304669,uncommitted
person_016667,2027,LB,2,245,,,Los Angeles,TN,77,250,Field General,54,75,quick,70,low,372043,uncommitted
person_016668,2027,DL,4,246,,,Charlotte,PA,79,282,Deep Threat,74,93,quick,82,low,2994251,uncommitted
person_016669,2027,OL,2,247,,,Detroit,NC,80,316,Run Stopper,57,79,quick,61,low,224884,uncommitted
person_016670,2027,EDGE,3,248,,,Atlanta,MS,75,244,Zone Fit,64,76,quick,67,high,321074,uncommitted
person_016671,2027,WR,4,249,,,New Orleans,VA,77,209,Power Back,72,80,normal,73,high,1142488,uncommitted
person_016672,2027,WR,2,250,,,Houston,PA,71,219,Power Back,49,66,quick,79,low,74828,uncommitted
person_016673,2027,TE,3,251,,,Oklahoma City,PA,75,249,Deep Threat,65,76,impact,69,low,820056,uncommitted
person_016674,2027,RB,3,252,,,Tampa,MI,70,225,Field General,68,80,elite,72,high,1844515,uncommitted
person_016675,2027,WR,2,253,,,Jacksonville,VA,71,183,Mauler,56,64,elite,51,medium,223248,uncommitted
person_016676,2027,OL,3,254,,,Cleveland,NC,76,296,Mauler,68,74,elite,59,low,1312132,uncommitted
person_016677,2027,WR,3,255,,,Charlotte,NC,73,212,Edge Rusher,61,77,normal,57,low,1359628,uncommitted
person_016678,2027,TE,2,256,,,New Orleans,OK,76,252,Speed Back,54,76,impact,59,medium,210285,uncommitted
person_016679,2027,DL,2,257,,,Tampa,GA,76,279,Run Stopper,53,58,impact,64,high,156206,uncommitted
person_016680,2027,WR,3,258,,,Detroit,MI,77,187,Mauler,66,85,impact,53,high,1820067,uncommitted
person_016681,2027,CB,4,259,,,New Orleans,SC,68,191,Possession,75,89,normal,46,medium,992841,uncommitted
person_016682,2027,OL,4,260,,,Tulsa,AL,75,299,Deep Threat,81,99,quick,91,high,4164647,uncommitted
person_016683,2027,LB,3,261,,,Tulsa,FL,74,248,Edge Rusher,60,71,elite,63,high,952209,uncommitted
person_016684,2027,OL,3,262,,,Charlotte,FL,78,330,Edge Rusher,65,72,elite,55,high,329985,uncommitted
person_016685,2027,OL,2,263,,,Houston,CA,77,287,Deep Threat,49,66,quick,70,low,210544,uncommitted
person_016686,2027,WR,3,264,,,Tulsa,NJ,68,206,Edge Rusher,67,86,normal,86,high,932998,uncommitted
person_016687,2027,EDGE,3,265,,,Oklahoma City,TN,75,276,Hybrid,57,78,normal,82,high,424955,uncommitted
person_016688,2027,LB,3,266,,,Los Angeles,IL,72,248,Hybrid,68,90,normal,45,low,230786,uncommitted
person_016689,2027,P,4,267,,,Dallas,SC,73,195,Mauler,69,91,quick,52,high,1703074,uncommitted
person_016690,2027,S,3,268,,,Tulsa,TX,71,219,Mauler,58,63,normal,75,high,230714,uncommitted
person_016691,2027,OL,3,269,,,Cleveland,PA,76,326,Field General,58,64,quick,93,low,1106300,uncommitted
person_016692,2027,TE,2,270,,,New Orleans,OH,80,254,Deep Threat,55,60,normal,35,high,327899,uncommitted
person_016693,2027,EDGE,3,271,,,New Orleans,VA,75,273,Edge Rusher,61,77,elite,75,high,489600,uncommitted
person_016694,2027,RB,3,272,,,Los Angeles,LA,73,208,Field General,57,71,elite,41,high,566203,uncommitted
person_016695,2027,WR,4,273,,,Charlotte,MS,76,220,Coverage,74,81,impact,65,low,2535330,uncommitted
person_016696,2027,DL,3,274,,,Tulsa,OH,73,278,Possession,57,74,elite,83,medium,1737077,uncommitted
person_016697,2027,RB,3,275,,,Houston,MI,68,208,Speed Back,67,76,quick,66,medium,529609,uncommitted
person_016698,2027,EDGE,3,276,,,Charlotte,OK,74,278,Possession,57,66,elite,78,low,403213,uncommitted
person_016699,2027,CB,4,277,,,Tulsa,OK,70,188,Hybrid,79,98,elite,94,low,3437594,uncommitted
person_016700,2027,OL,3,278,,,Baton Rouge,SC,79,324,Field General,67,76,normal,79,low,1869144,uncommitted
person_016701,2027,S,4,279,,,Charlotte,VA,72,208,Run Stopper,74,93,elite,81,low,383518,uncommitted
person_016702,2027,RB,4,280,,,Oklahoma City,OH,73,210,Edge Rusher,72,90,elite,80,high,2194126,uncommitted
person_016703,2027,ATH,2,281,,,Tulsa,OK,70,198,Power Back,57,76,impact,34,low,435358,uncommitted
person_016704,2027,ATH,2,282,,,Baton Rouge,AZ,74,220,Speed Back,55,63,quick,38,low,313433,uncommitted
person_016705,2027,S,2,283,,,Tulsa,AZ,71,212,Coverage,48,67,impact,77,low,531912,uncommitted
person_016706,2027,DL,3,284,,,Miami,CA,73,276,Field General,57,70,normal,42,low,749074,uncommitted
person_016707,2027,OL,4,285,,,New Orleans,OK,77,305,Deep Threat,78,95,normal,65,low,1239357,uncommitted
person_016708,2027,S,2,286,,,Jacksonville,MS,73,212,Zone Fit,56,66,normal,69,medium,127601,uncommitted
person_016709,2027,WR,2,287,,,Phoenix,VA,74,172,Edge Rusher,53,63,elite,99,low,73590,uncommitted
person_016710,2027,S,2,288,,,Houston,AZ,70,201,Hybrid,47,53,quick,92,high,333275,uncommitted
person_016711,2027,K,3,289,,,Los Angeles,CA,70,213,Power Back,62,81,elite,74,high,989659,uncommitted
person_016712,2027,WR,2,290,,,Baton Rouge,PA,75,203,Edge Rusher,55,73,impact,76,medium,268052,uncommitted
person_016713,2027,OL,4,291,,,Charlotte,NC,80,287,Hybrid,80,94,quick,59,medium,737363,uncommitted
person_016714,2027,RB,3,292,,,Oklahoma City,FL,72,227,Power Back,69,91,quick,50,medium,220047,uncommitted
person_016715,2027,CB,2,293,,,Oklahoma City,LA,74,200,Mauler,50,65,elite,68,low,107178,uncommitted
person_016716,2027,S,3,294,,,Dallas,MS,71,220,Run Stopper,63,82,quick,57,medium,1413947,uncommitted
person_016717,2027,DL,2,295,,,Baton Rouge,PA,75,302,Deep Threat,55,71,elite,55,medium,75569,uncommitted
person_016718,2027,QB,3,296,,,Detroit,PA,75,220,Hybrid,60,65,elite,61,high,314138,uncommitted
person_016719,2027,CB,3,297,,,Detroit,MI,71,191,Possession,60,82,quick,67,low,1448717,uncommitted
person_016720,2027,WR,3,298,,,Tampa,NJ,68,212,Possession,64,72,quick,64,medium,1233876,uncommitted
person_016721,2027,ATH,2,299,,,Phoenix,OH,77,188,Power Back,49,60,quick,82,medium,134215,uncommitted
person_016722,2027,OL,3,300,,,Los Angeles,FL,80,313,Field General,65,85,normal,77,low,824336,uncommitted
person_016723,2027,OL,3,301,,,Tampa,IL,79,292,Speed Back,69,87,elite,25,medium,1624449,uncommitted
person_016724,2027,QB,2,302,,,Oklahoma City,AL,78,216,Dual Threat,51,73,elite,72,medium,496397,uncommitted
person_016725,2027,WR,3,303,,,Phoenix,PA,71,175,Coverage,57,76,normal,56,medium,660756,uncommitted
person_016726,2027,OL,2,304,,,Oklahoma City,IL,77,294,Coverage,51,64,impact,53,medium,249077,uncommitted
person_016727,2027,K,3,305,,,Charlotte,NC,74,196,Coverage,69,80,normal,54,medium,690870,uncommitted
person_016728,2027,LS,2,306,,,Cleveland,IL,74,225,Dual Threat,57,73,elite,79,high,151736,uncommitted
person_016729,2027,LB,3,307,,,Oklahoma City,CA,77,231,Power Back,66,79,normal,99,high,472793,uncommitted
person_016730,2027,CB,3,308,,,Los Angeles,GA,70,194,Edge Rusher,61,78,normal,73,low,1113232,uncommitted
person_016731,2027,RB,2,309,,,Phoenix,TX,70,195,Run Stopper,50,56,normal,74,high,364920,uncommitted
person_016732,2027,OL,3,310,,,Oklahoma City,VA,77,330,Deep Threat,63,79,quick,87,low,594843,uncommitted
person_016733,2027,OL,4,311,,,Tampa,NC,80,305,Zone Fit,78,99,quick,59,high,1699059,uncommitted
person_016734,2027,WR,3,312,,,Los Angeles,MS,73,207,Edge Rusher,63,85,impact,75,high,1757667,uncommitted
person_016735,2027,QB,4,313,,,Oklahoma City,VA,73,195,Run Stopper,74,82,elite,89,high,1495252,uncommitted
person_016736,2027,LB,4,314,,,Oklahoma City,NJ,77,240,Field General,71,91,elite,75,low,3378571,uncommitted
person_016737,2027,TE,3,315,,,Houston,OK,80,251,Edge Rusher,65,87,normal,61,medium,1749588,uncommitted
person_016738,2027,LS,5,316,,,Baton Rouge,TN,76,239,Field General,89,99,elite,85,low,2294203,uncommitted
person_016739,2027,WR,4,317,,,Charlotte,NC,76,202,Zone Fit,80,99,quick,74,medium,3304739,uncommitted
person_016740,2027,RB,3,318,,,Miami,NJ,71,215,Field General,61,68,quick,60,medium,263263,uncommitted
person_016741,2027,QB,3,319,,,Tampa,GA,74,202,Coverage,67,85,elite,47,low,1040079,uncommitted
person_016742,2027,CB,5,320,,,Los Angeles,PA,71,175,Possession,85,92,elite,49,low,7177974,uncommitted
person_016743,2027,TE,2,321,,,Phoenix,TN,76,233,Hybrid,55,69,impact,64,low,264341,uncommitted
person_016744,2027,P,4,322,,,Oklahoma City,MS,73,209,Dual Threat,75,87,elite,99,medium,4270874,uncommitted
person_016745,2027,TE,3,323,,,Tampa,FL,75,242,Hybrid,65,78,impact,56,high,749007,uncommitted
person_016746,2027,WR,3,324,,,Baton Rouge,AL,70,198,Power Back,67,76,impact,86,high,1700380,uncommitted
person_016747,2027,P,3,325,,,Atlanta,AL,70,176,Speed Back,60,79,normal,61,low,1633661,uncommitted
person_016748,2027,EDGE,2,326,,,Tulsa,MI,74,254,Mauler,51,68,quick,69,medium,520869,uncommitted
person_016749,2027,CB,2,327,,,Cleveland,IL,69,197,Possession,47,52,elite,66,low,476195,uncommitted
person_016750,2027,OL,2,328,,,Jacksonville,IL,76,322,Edge Rusher,55,70,quick,87,medium,355327,uncommitted
person_016751,2027,TE,5,329,,,Dallas,VA,79,254,Field General,84,95,elite,43,medium,6238775,uncommitted
person_016752,2027,K,3,330,,,Dallas,NC,75,210,Field General,67,86,elite,36,high,486786,uncommitted
person_016753,2027,OL,3,331,,,Miami,AL,76,305,Edge Rusher,63,84,quick,91,low,1875430,uncommitted
person_016754,2027,OL,3,332,,,Tampa,NJ,79,328,Mauler,67,73,impact,83,low,730337,uncommitted
person_016755,2027,ATH,2,333,,,Tulsa,OH,73,218,Field General,53,61,quick,70,medium,457304,uncommitted
person_016756,2027,LB,2,334,,,Tulsa,SC,76,248,Coverage,51,56,normal,65,medium,320940,uncommitted
person_016757,2027,OL,3,335,,,New Orleans,TN,77,303,Possession,65,72,impact,35,high,840667,uncommitted
person_016758,2027,OL,2,336,,,Los Angeles,IL,80,315,Deep Threat,49,70,quick,72,high,414100,uncommitted
person_016759,2027,DL,3,337,,,Tulsa,IL,75,313,Run Stopper,60,76,elite,74,medium,1438576,uncommitted
person_016760,2027,RB,2,338,,,Jacksonville,AL,74,215,Coverage,54,62,normal,44,low,330649,uncommitted
person_016761,2027,EDGE,2,339,,,Miami,AL,76,270,Hybrid,59,64,impact,66,high,127072,uncommitted
person_016762,2027,DL,2,340,,,Tampa,NJ,78,292,Dual Threat,52,73,elite,66,high,136947,uncommitted
person_016763,2027,CB,3,341,,,Dallas,VA,68,175,Coverage,68,80,impact,57,low,1116511,uncommitted
person_016764,2027,S,2,342,,,Dallas,TN,75,198,Hybrid,55,71,elite,73,low,384600,uncommitted
person_016765,2027,EDGE,4,343,,,Dallas,VA,77,256,Run Stopper,72,86,normal,50,low,2472988,uncommitted
person_016766,2027,OL,2,344,,,Cleveland,NC,78,330,Speed Back,49,57,normal,74,low,280271,uncommitted
person_016767,2027,RB,2,345,,,Jacksonville,TX,70,198,Edge Rusher,57,62,elite,73,low,163441,uncommitted
person_016768,2027,P,4,346,,,Cleveland,TX,70,202,Coverage,73,82,impact,72,low,946343,uncommitted
person_016769,2027,S,2,347,,,Oklahoma City,TN,74,208,Field General,50,70,quick,60,high,504181,uncommitted
person_016770,2027,WR,3,348,,,Miami,AZ,70,203,Mauler,67,83,impact,91,low,253741,uncommitted
person_016771,2027,ATH,3,349,,,Tulsa,TN,71,230,Power Back,68,73,impact,53,medium,291160,uncommitted
person_016772,2027,QB,3,350,,,Phoenix,CA,73,234,Edge Rusher,68,86,normal,61,high,1218632,uncommitted
person_016773,2027,LB,3,351,,,Los Angeles,GA,74,244,Edge Rusher,66,74,normal,86,high,1593214,uncommitted
person_016774,2027,OL,2,352,,,Dallas,VA,79,327,Coverage,57,62,normal,63,low,127324,uncommitted
person_016775,2027,DL,4,353,,,New Orleans,TX,76,282,Speed Back,80,85,quick,43,low,2999190,uncommitted
person_016776,2027,WR,3,354,,,Miami,TN,77,214,Power Back,61,77,normal,57,low,466651,uncommitted
person_016777,2027,DL,3,355,,,Atlanta,TN,74,303,Dual Threat,62,74,impact,50,high,1287361,uncommitted
person_016778,2027,WR,2,356,,,Tulsa,TX,76,186,Speed Back,52,60,quick,79,medium,98702,uncommitted
person_016779,2027,DL,3,357,,,Jacksonville,NJ,77,303,Dual Threat,68,73,quick,56,low,794551,uncommitted
person_016780,2027,K,5,358,,,Phoenix,OH,70,204,Possession,92,99,normal,43,medium,2709838,uncommitted
person_016781,2027,LB,2,359,,,Tulsa,OK,76,233,Zone Fit,56,68,elite,60,medium,118470,uncommitted
person_016782,2027,DL,3,360,,,New Orleans,IL,76,291,Coverage,57,62,quick,63,medium,1159211,uncommitted
person_016783,2027,RB,2,361,,,Baton Rouge,IL,68,193,Power Back,48,64,normal,59,low,119310,uncommitted
person_016784,2027,DL,2,362,,,Atlanta,OH,75,288,Edge Rusher,47,61,elite,52,medium,214827,uncommitted
person_016785,2027,LB,3,363,,,Miami,LA,73,219,Mauler,69,77,quick,99,medium,1748487,uncommitted
person_016786,2027,WR,4,364,,,Oklahoma City,IL,74,182,Mauler,71,90,impact,99,low,2009140,uncommitted
person_016787,2027,LB,4,365,,,Houston,CA,74,232,Deep Threat,81,91,impact,40,high,3909618,uncommitted
person_016788,2027,WR,3,366,,,Houston,MS,70,181,Coverage,64,79,normal,79,low,1210480,uncommitted
person_016789,2027,WR,3,367,,,Houston,TX,77,205,Possession,66,76,impact,46,low,874127,uncommitted
person_016790,2027,RB,2,368,,,Miami,TN,68,229,Field General,59,65,impact,77,medium,236366,uncommitted
person_016791,2027,ATH,3,369,,,Dallas,VA,70,231,Mauler,62,72,impact,76,medium,991465,uncommitted
person_016792,2027,OL,3,370,,,Cleveland,TX,79,288,Possession,64,77,quick,67,low,1262535,uncommitted
person_016793,2027,S,2,371,,,Detroit,OH,73,195,Edge Rusher,58,63,quick,55,low,113116,uncommitted
person_016794,2027,OL,3,372,,,Detroit,TX,75,317,Mauler,58,65,elite,63,medium,755183,uncommitted
person_016795,2027,LB,3,373,,,Tampa,IL,72,220,Mauler,64,85,quick,59,high,1793732,uncommitted
person_016796,2027,OL,3,374,,,Miami,NJ,75,305,Deep Threat,69,85,elite,47,low,1736584,uncommitted
person_016797,2027,OL,4,375,,,Charlotte,TN,76,304,Deep Threat,74,79,quick,75,high,3036656,uncommitted
person_016798,2027,WR,3,376,,,Los Angeles,VA,75,211,Dual Threat,65,83,elite,61,low,244678,uncommitted
person_016799,2027,QB,3,377,,,New Orleans,TN,72,219,Possession,65,73,elite,60,medium,787595,uncommitted
person_016800,2027,DL,4,378,,,Tampa,NC,76,304,Deep Threat,79,93,elite,81,low,2261243,uncommitted
person_016801,2027,WR,3,379,,,New Orleans,NC,74,181,Field General,57,63,quick,45,low,1012040,uncommitted
person_016802,2027,LS,3,380,,,Houston,TX,75,233,Zone Fit,63,84,elite,74,low,1290833,uncommitted
person_016803,2027,DL,4,381,,,New Orleans,GA,78,299,Zone Fit,78,88,normal,89,low,336425,uncommitted
person_016804,2027,WR,3,382,,,New Orleans,NC,68,171,Possession,59,73,normal,51,low,1257393,uncommitted
person_016805,2027,OL,4,383,,,Detroit,AZ,77,314,Possession,76,84,quick,70,medium,2162498,uncommitted
person_016806,2027,RB,2,384,,,Charlotte,IL,69,209,Speed Back,59,80,quick,55,low,486982,uncommitted
person_016807,2027,DL,2,385,,,Oklahoma City,FL,74,313,Mauler,53,73,normal,96,medium,349556,uncommitted
person_016808,2027,DL,2,386,,,New Orleans,CA,74,281,Mauler,59,80,normal,64,low,249750,uncommitted
person_016809,2027,DL,2,387,,,Houston,TX,77,325,Zone Fit,58,73,normal,77,medium,430358,uncommitted
person_016810,2027,S,3,388,,,Jacksonville,VA,75,216,Zone Fit,67,86,normal,75,medium,565219,uncommitted
person_016811,2027,EDGE,3,389,,,Baton Rouge,TX,77,274,Possession,68,85,impact,83,high,1414342,uncommitted
person_016812,2027,DL,3,390,,,Tulsa,LA,76,300,Zone Fit,64,74,normal,38,low,1115914,uncommitted
person_016813,2027,EDGE,2,391,,,Atlanta,VA,75,249,Deep Threat,53,69,impact,76,medium,457174,uncommitted
person_016814,2027,WR,2,392,,,Oklahoma City,OK,74,178,Deep Threat,55,68,normal,99,low,366381,uncommitted
person_016815,2027,S,2,393,,,Los Angeles,SC,71,218,Run Stopper,47,63,normal,42,high,144361,uncommitted
person_016816,2027,DL,2,394,,,Los Angeles,FL,77,302,Speed Back,47,58,quick,44,low,162231,uncommitted
person_016817,2027,S,4,395,,,Phoenix,AL,75,203,Dual Threat,81,99,quick,82,low,715810,uncommitted
person_016818,2027,ATH,3,396,,,Dallas,LA,75,240,Zone Fit,59,72,impact,71,low,1439984,uncommitted
person_016819,2027,S,2,397,,,New Orleans,PA,72,200,Power Back,50,63,impact,52,low,194426,uncommitted
person_016820,2027,CB,3,398,,,Miami,SC,71,187,Possession,66,76,impact,87,low,1259332,uncommitted
person_016821,2027,LB,4,399,,,Detroit,SC,77,246,Speed Back,81,87,impact,89,low,1285774,uncommitted
person_016822,2027,RB,2,400,,,Detroit,IL,72,214,Possession,59,68,normal,56,medium,98287,uncommitted
person_016823,2027,WR,2,401,,,Charlotte,OH,69,200,Dual Threat,51,66,quick,75,low,520044,uncommitted
person_016824,2027,EDGE,2,402,,,Tulsa,FL,78,241,Dual Threat,47,53,elite,43,low,205953,uncommitted
person_016825,2027,LB,4,403,,,Tampa,MI,75,245,Deep Threat,77,86,quick,73,medium,820709,uncommitted
person_016826,2027,RB,3,404,,,Houston,LA,73,229,Run Stopper,66,76,impact,57,low,1132213,uncommitted
person_016827,2027,WR,3,405,,,Atlanta,IL,74,212,Mauler,63,72,elite,86,low,244625,uncommitted
person_016828,2027,LB,4,406,,,Tampa,PA,77,222,Run Stopper,73,95,elite,73,low,2604084,uncommitted
person_016829,2027,OL,2,407,,,Tulsa,FL,76,288,Mauler,50,68,impact,76,low,358092,uncommitted
person_016830,2027,LB,4,408,,,Phoenix,CA,75,227,Zone Fit,73,91,quick,59,low,2904254,uncommitted
person_016831,2027,CB,4,409,,,Detroit,LA,70,191,Mauler,80,99,elite,43,medium,3800149,uncommitted
person_016832,2027,OL,3,410,,,Detroit,TX,80,300,Field General,58,65,elite,89,medium,140589,uncommitted
person_016833,2027,LB,3,411,,,Tampa,NJ,75,246,Zone Fit,67,76,normal,60,high,1234622,uncommitted
person_016834,2027,DL,2,412,,,Atlanta,LA,78,304,Run Stopper,53,69,elite,78,high,128197,uncommitted
person_016835,2027,S,2,413,,,Atlanta,NJ,72,196,Hybrid,56,65,impact,73,medium,521095,uncommitted
person_016836,2027,OL,4,414,,,New Orleans,IL,75,315,Power Back,78,91,elite,66,low,1114043,uncommitted
person_016837,2027,CB,3,415,,,Phoenix,GA,69,204,Power Back,68,74,normal,52,low,804082,uncommitted
person_016838,2027,OL,2,416,,,Los Angeles,AL,80,328,Edge Rusher,54,73,impact,78,low,150810,uncommitted
person_016839,2027,OL,4,417,,,Phoenix,SC,76,331,Edge Rusher,75,81,quick,41,medium,3015464,uncommitted
person_016840,2027,OL,3,418,,,Charlotte,CA,79,320,Possession,61,67,elite,40,high,1735618,uncommitted
person_016841,2027,LB,2,419,,,Oklahoma City,NC,73,237,Field General,59,66,impact,35,high,250874,uncommitted
person_016842,2027,K,3,420,,,New Orleans,NC,74,186,Dual Threat,69,90,elite,73,medium,550867,uncommitted
person_016843,2027,OL,3,421,,,Jacksonville,TX,78,328,Power Back,58,68,quick,71,low,654451,uncommitted
person_016844,2027,CB,3,422,,,Houston,IL,74,186,Zone Fit,62,80,quick,80,low,914216,uncommitted
person_016845,2027,WR,3,423,,,Miami,TN,73,208,Dual Threat,69,80,normal,66,medium,1162469,uncommitted
person_016846,2027,S,3,424,,,Oklahoma City,PA,73,198,Run Stopper,58,67,normal,90,low,1543941,uncommitted
person_016847,2027,WR,2,425,,,Charlotte,GA,68,190,Field General,51,72,normal,56,medium,69148,uncommitted
person_016848,2027,QB,3,426,,,Oklahoma City,VA,78,228,Coverage,62,78,impact,89,high,424713,uncommitted
person_016849,2027,OL,2,427,,,Atlanta,GA,75,337,Possession,52,63,elite,93,high,320871,uncommitted
person_016850,2027,LS,2,428,,,Tampa,OK,75,231,Coverage,55,60,elite,76,low,215536,uncommitted
person_016851,2027,WR,4,429,,,Tampa,PA,72,207,Field General,80,99,quick,49,high,3051146,uncommitted
person_016852,2027,ATH,5,430,,,Phoenix,LA,76,227,Hybrid,90,99,elite,90,high,2133812,uncommitted
person_016853,2027,LB,4,431,,,Oklahoma City,CA,77,241,Power Back,74,80,quick,81,high,3522287,uncommitted
person_016854,2027,RB,3,432,,,Houston,AZ,73,227,Power Back,68,79,quick,71,high,236487,uncommitted
person_016855,2027,WR,3,433,,,Dallas,TN,75,172,Deep Threat,68,83,normal,84,low,1508535,uncommitted
person_016856,2027,TE,2,434,,,Detroit,PA,78,260,Speed Back,56,71,quick,48,high,163050,uncommitted
person_016857,2027,ATH,3,435,,,Jacksonville,SC,71,216,Power Back,58,79,normal,59,low,1400513,uncommitted
person_016858,2027,OL,3,436,,,Baton Rouge,MS,78,334,Edge Rusher,63,76,impact,64,low,661586,uncommitted
person_016859,2027,QB,3,437,,,Phoenix,IL,73,222,Coverage,61,74,impact,73,medium,168583,uncommitted
person_016860,2027,OL,2,438,,,Cleveland,FL,78,289,Hybrid,56,74,elite,68,low,86648,uncommitted
person_016861,2027,TE,3,439,,,Detroit,NC,79,239,Coverage,69,86,elite,59,low,250330,uncommitted
person_016862,2027,LB,5,440,,,Atlanta,NJ,72,228,Run Stopper,93,98,impact,39,medium,6627527,uncommitted
person_016863,2027,DL,3,441,,,Detroit,TX,76,299,Speed Back,62,71,quick,72,high,1397816,uncommitted
person_016864,2027,EDGE,3,442,,,Detroit,TN,74,242,Hybrid,60,70,quick,63,medium,413973,uncommitted
person_016865,2027,LS,2,443,,,New Orleans,TN,76,232,Hybrid,54,64,quick,44,low,118767,uncommitted
person_016866,2027,DL,2,444,,,Phoenix,LA,79,302,Zone Fit,58,63,impact,82,high,327559,uncommitted
person_016867,2027,OL,2,445,,,Jacksonville,FL,79,285,Hybrid,51,67,impact,61,medium,124542,uncommitted
person_016868,2027,EDGE,3,446,,,New Orleans,MS,74,247,Possession,68,88,elite,65,high,1665674,uncommitted
person_016869,2027,OL,3,447,,,New Orleans,PA,79,297,Possession,60,79,impact,63,medium,1543355,uncommitted
person_016870,2027,WR,4,448,,,Oklahoma City,VA,75,217,Possession,79,97,elite,65,high,1335297,uncommitted
person_016871,2027,OL,2,449,,,Detroit,IL,78,332,Run Stopper,49,65,elite,60,medium,125059,uncommitted
person_016872,2027,WR,3,450,,,Oklahoma City,AL,74,172,Field General,59,74,elite,93,low,1795915,uncommitted
