personId,traitId,traitName,category,polarity,strength
person_000304,injury_prone,Injury Prone,physical/availability,negative,4
person_000304,raw_athlete,Raw Athlete,physical/availability,positive,5
person_000305,transfer_risk,Transfer Risk,personality,mixed,5
person_000306,coachable,Coachable,personality,positive,4
person_000306,competitor,Competitor,personality,mixed,2
person_000307,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_000308,locker_room_leader,Locker Room Leader,personality,positive,5
person_000308,high_football_iq,High Football Iq,personality,negative,5
person_000308,raw_athlete,Raw Athlete,physical/availability,mixed,3
person_000309,competitor,Competitor,personality,mixed,2
person_000309,film_junkie,Film Junkie,personality,negative,4
person_000309,nil_driven,Nil Driven,personality,mixed,3
person_000310,high_motor,High Motor,physical/availability,mixed,1
person_000311,volatile_confidence,Volatile Confidence,personality,mixed,2
person_000312,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_000312,raw_athlete,Raw Athlete,physical/availability,positive,5
person_000312,transfer_risk,Transfer Risk,personality,positive,1
person_000313,injury_prone,Injury Prone,physical/availability,mixed,4
person_000313,big_game_performer,Big Game Performer,personality,negative,1
person_000314,locker_room_leader,Locker Room Leader,personality,negative,2
person_000314,film_junkie,Film Junkie,personality,mixed,5
person_000315,nil_driven,Nil Driven,personality,mixed,5
person_000315,film_junkie,Film Junkie,personality,negative,4
person_000316,raw_athlete,Raw Athlete,physical/availability,mixed,3
person_000316,transfer_risk,Transfer Risk,personality,negative,1
person_000316,slow_learner,Slow Learner,personality,positive,1
person_000317,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_000318,loyal,Loyal,personality,negative,2
person_000318,competitor,Competitor,personality,negative,4
person_000319,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_000319,loyal,Loyal,personality,negative,1
person_000320,raw_athlete,Raw Athlete,physical/availability,positive,4
person_000320,film_junkie,Film Junkie,personality,negative,4
person_000320,big_game_performer,Big Game Performer,personality,positive,1
person_000321,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_000322,injury_prone,Injury Prone,physical/availability,positive,4
person_000322,coachable,Coachable,personality,positive,3
person_000322,slow_learner,Slow Learner,personality,negative,5
person_000323,loyal,Loyal,personality,negative,4
person_000323,clutch,Clutch,personality,negative,1
person_000323,poor_discipline,Poor Discipline,personality,negative,3
person_000324,clutch,Clutch,personality,mixed,4
person_000324,loyal,Loyal,personality,positive,3
person_000324,transfer_risk,Transfer Risk,personality,negative,3
person_000325,transfer_risk,Transfer Risk,personality,mixed,1
person_000325,volatile_confidence,Volatile Confidence,personality,positive,2
person_000326,high_football_iq,High Football Iq,personality,positive,4
person_000326,slow_learner,Slow Learner,personality,mixed,2
person_000327,competitor,Competitor,personality,positive,1
person_000327,coachable,Coachable,personality,mixed,3
person_000327,locker_room_leader,Locker Room Leader,personality,positive,1
person_000328,volatile_confidence,Volatile Confidence,personality,mixed,1
person_000329,transfer_risk,Transfer Risk,personality,positive,4
person_000329,high_motor,High Motor,physical/availability,positive,5
person_000329,poor_discipline,Poor Discipline,personality,positive,5
person_000330,competitor,Competitor,personality,positive,2
person_000330,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_000330,injury_prone,Injury Prone,physical/availability,negative,1
person_000331,big_game_performer,Big Game Performer,personality,mixed,4
person_000331,high_motor,High Motor,physical/availability,positive,5
person_000332,coachable,Coachable,personality,mixed,1
person_000332,volatile_confidence,Volatile Confidence,personality,negative,3
person_000333,coachable,Coachable,personality,negative,1
person_000333,high_football_iq,High Football Iq,personality,positive,1
person_000334,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_000334,volatile_confidence,Volatile Confidence,personality,negative,2
person_000335,slow_learner,Slow Learner,personality,mixed,2
person_000335,high_football_iq,High Football Iq,personality,mixed,5
person_000336,injury_prone,Injury Prone,physical/availability,positive,3
person_000336,nil_driven,Nil Driven,personality,negative,4
person_000337,nil_driven,Nil Driven,personality,negative,3
person_000337,injury_prone,Injury Prone,physical/availability,positive,2
person_000338,volatile_confidence,Volatile Confidence,personality,negative,3
person_000338,transfer_risk,Transfer Risk,personality,negative,4
person_000338,big_game_performer,Big Game Performer,personality,negative,3
person_000339,competitor,Competitor,personality,negative,1
person_000339,coachable,Coachable,personality,positive,2
person_000340,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_000341,film_junkie,Film Junkie,personality,mixed,4
person_000342,big_game_performer,Big Game Performer,personality,negative,4
person_000342,loyal,Loyal,personality,negative,2
person_000343,big_game_performer,Big Game Performer,personality,negative,2
person_000344,competitor,Competitor,personality,mixed,5
person_000344,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_000344,high_football_iq,High Football Iq,personality,negative,2
person_000345,locker_room_leader,Locker Room Leader,personality,negative,1
person_000346,high_motor,High Motor,physical/availability,positive,1
person_000346,clutch,Clutch,personality,negative,1
person_000347,nil_driven,Nil Driven,personality,positive,2
person_000347,injury_prone,Injury Prone,physical/availability,positive,2
person_000347,big_game_performer,Big Game Performer,personality,mixed,2
person_000348,high_football_iq,High Football Iq,personality,positive,4
person_000349,poor_practice_habits,Poor Practice Habits,personality,negative,1
person_000350,volatile_confidence,Volatile Confidence,personality,mixed,5
person_000350,raw_athlete,Raw Athlete,physical/availability,negative,3
person_000350,slow_learner,Slow Learner,personality,mixed,3
person_000351,raw_athlete,Raw Athlete,physical/availability,positive,2
person_000351,clutch,Clutch,personality,positive,2
person_000352,high_motor,High Motor,physical/availability,mixed,2
person_000352,volatile_confidence,Volatile Confidence,personality,mixed,3
person_000352,locker_room_leader,Locker Room Leader,personality,positive,5
person_000353,high_motor,High Motor,physical/availability,mixed,3
person_000353,film_junkie,Film Junkie,personality,mixed,1
person_000354,loyal,Loyal,personality,negative,3
person_000354,slow_learner,Slow Learner,personality,positive,1
person_000355,raw_athlete,Raw Athlete,physical/availability,positive,5
person_000355,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_000356,nil_driven,Nil Driven,personality,negative,2
person_000357,coachable,Coachable,personality,positive,4
person_000372,injury_prone,Injury Prone,physical/availability,negative,4
person_000373,poor_practice_habits,Poor Practice Habits,personality,mixed,4
person_000374,high_motor,High Motor,physical/availability,positive,1
person_000374,high_football_iq,High Football Iq,personality,positive,5
person_000375,volatile_confidence,Volatile Confidence,personality,negative,2
person_000375,high_football_iq,High Football Iq,personality,positive,4
person_000375,coachable,Coachable,personality,positive,3
person_000376,volatile_confidence,Volatile Confidence,personality,negative,2
person_000377,injury_prone,Injury Prone,physical/availability,mixed,3
person_000377,nil_driven,Nil Driven,personality,mixed,4
person_000377,coachable,Coachable,personality,positive,2
person_000378,transfer_risk,Transfer Risk,personality,negative,4
person_000378,volatile_confidence,Volatile Confidence,personality,mixed,3
person_000379,slow_learner,Slow Learner,personality,positive,2
person_000379,locker_room_leader,Locker Room Leader,personality,positive,5
person_000380,film_junkie,Film Junkie,personality,mixed,3
person_000380,loyal,Loyal,personality,positive,4
person_000381,slow_learner,Slow Learner,personality,positive,2
person_000381,nil_driven,Nil Driven,personality,mixed,3
person_000381,competitor,Competitor,personality,positive,4
person_000382,injury_prone,Injury Prone,physical/availability,mixed,4
person_000382,high_football_iq,High Football Iq,personality,mixed,2
person_000383,big_game_performer,Big Game Performer,personality,positive,3
person_000383,slow_learner,Slow Learner,personality,negative,5
person_000384,slow_learner,Slow Learner,personality,positive,2
person_000384,competitor,Competitor,personality,mixed,4
person_000385,volatile_confidence,Volatile Confidence,personality,negative,3
person_000386,raw_athlete,Raw Athlete,physical/availability,negative,5
person_000387,clutch,Clutch,personality,negative,5
person_000387,competitor,Competitor,personality,mixed,5
person_000388,coachable,Coachable,personality,negative,5
person_000388,volatile_confidence,Volatile Confidence,personality,mixed,4
person_000389,film_junkie,Film Junkie,personality,positive,5
person_000389,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_000390,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_000391,locker_room_leader,Locker Room Leader,personality,negative,3
person_000392,competitor,Competitor,personality,negative,3
person_000393,high_football_iq,High Football Iq,personality,negative,2
person_000393,poor_discipline,Poor Discipline,personality,positive,1
person_000393,big_game_performer,Big Game Performer,personality,positive,4
person_000394,competitor,Competitor,personality,positive,4
person_000395,clutch,Clutch,personality,mixed,4
person_000396,poor_discipline,Poor Discipline,personality,mixed,2
person_000396,loyal,Loyal,personality,mixed,4
person_000396,injury_prone,Injury Prone,physical/availability,positive,4
person_000397,raw_athlete,Raw Athlete,physical/availability,positive,3
person_000398,competitor,Competitor,personality,mixed,2
person_000398,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_000398,nil_driven,Nil Driven,personality,positive,3
person_000399,nil_driven,Nil Driven,personality,positive,3
person_000400,slow_learner,Slow Learner,personality,negative,2
person_000400,clutch,Clutch,personality,mixed,3
person_000401,poor_discipline,Poor Discipline,personality,positive,2
person_000402,poor_practice_habits,Poor Practice Habits,personality,negative,1
person_000402,poor_discipline,Poor Discipline,personality,negative,1
person_000403,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_000404,slow_learner,Slow Learner,personality,negative,4
person_000404,film_junkie,Film Junkie,personality,negative,5
person_000405,big_game_performer,Big Game Performer,personality,positive,1
person_000405,coachable,Coachable,personality,positive,4
person_000405,poor_discipline,Poor Discipline,personality,mixed,5
person_000406,raw_athlete,Raw Athlete,physical/availability,negative,5
person_000407,poor_practice_habits,Poor Practice Habits,personality,positive,2
person_000407,high_football_iq,High Football Iq,personality,negative,5
person_000408,injury_prone,Injury Prone,physical/availability,negative,4
person_000408,slow_learner,Slow Learner,personality,negative,5
